Long_Name,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Overall_Rating,Rating_Status,School_Latitude,School_Longitude,Location,Year
William T Sherman Elementary School,ES,60609,221,171,34,14,178,42,0,0,0,0,0,1,0,0,Level 1,GOOD STANDING,41.799766,-87.650221,POINT (-87.650221 41.799766),2023
KIPP Chicago Charter School - KIPP Bloom,ES,60621,842,708,99,6,792,22,2,0,4,0,0,4,0,18,Level 1+,NOT APPLICABLE,41.793556,-87.639967,POINT (-87.639967 41.793556),2023
Ombudsman Chicago - South,HS,60636,262,215,42,50,113,144,3,0,1,0,0,1,0,0,Level 2,NOT APPLICABLE,41.783027,-87.683635,POINT (-87.683635 41.783027),2023
Disney II Magnet School,ES,60641,430,128,49,61,31,179,170,28,2,0,0,20,0,0,Level 1,GOOD STANDING,41.950461,-87.730678,POINT (-87.730678 41.950461),2023
Alessandro Volta Elementary School,ES,60625,702,487,67,519,33,458,48,153,1,0,0,8,0,1,Level 2+,GOOD STANDING,41.971634,-87.724605,POINT (-87.724605 41.971634),2023
John Hay Elementary Community Academy,ES,60651,265,229,33,23,216,45,1,2,0,0,0,1,0,0,Level 2,INTENSIVE SUPPORT,41.899171,-87.755813,POINT (-87.755813 41.899171),2023
Excel Academy Southwest,HS,60629,101,79,27,6,73,25,1,0,0,0,0,0,2,0,Level 2+,GOOD STANDING,41.765929,-87.69073,POINT (-87.69073 41.765929),2023
Jensen Elementary Scholastic Academy,ES,60612,265,228,34,2,262,2,0,0,0,0,0,1,0,0,Level 2+,GOOD STANDING,41.873815,-87.702241,POINT (-87.702241 41.873815),2023
John T Pirie Fine Arts & Academic Center ES,ES,60619,202,144,20,2,196,2,1,0,0,0,0,3,0,0,Level 2,PROVISIONAL SUPPORT,41.74034,-87.607891,POINT (-87.607891 41.74034),2023
Harriet Tubman Elementary School,ES,60657,297,93,52,21,61,81,118,18,1,0,0,18,0,0,Level 1,GOOD STANDING,41.934126,-87.656229,POINT (-87.656229 41.934126),2023
Daniel R Cameron Elementary School,ES,60651,577,481,72,207,138,431,3,1,1,0,0,3,0,0,Level 2+,GOOD STANDING,41.903792,-87.717927,POINT (-87.717927 41.903792),2023
University of Chicago - North Kenwood/Oakland,ES,60653,319,192,22,3,303,4,6,0,1,0,0,5,0,0,Level 1,NOT APPLICABLE,41.811183,-87.598786,POINT (-87.598786 41.811183),2023
Daniel Webster Elementary School,ES,60624,207,144,34,0,204,1,0,0,1,0,0,1,0,0,Level 1,GOOD STANDING,41.869916,-87.727524,POINT (-87.727524 41.869916),2023
Henry O Tanner Elementary School,ES,60619,310,241,61,3,299,10,0,0,0,0,0,1,0,0,Level 2,PROVISIONAL SUPPORT,41.760673,-87.606791,POINT (-87.606791 41.760673),2023
Al Raby High School,HS,60624,177,162,80,12,158,17,1,0,1,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.88621,-87.715423,POINT (-87.715423 41.88621),2023
Noble - Chicago Bulls College Prep,HS,60612,1157,1019,214,173,459,680,8,2,5,0,0,3,0,0,Level 1+,NOT APPLICABLE,41.878809,-87.678195,POINT (-87.678195 41.878809),2023
Edward Everett Elementary School,ES,60608,113,73,23,52,3,92,6,9,0,0,0,3,0,0,Level 1,GOOD STANDING,41.831555,-87.68131,POINT (-87.68131 41.831555),2023
CICS - Northtown,HS,60659,891,692,200,250,60,545,142,127,3,0,0,6,8,0,Level 1,NOT APPLICABLE,41.990245,-87.726504,POINT (-87.726504 41.990245),2023
John B Drake Elementary School,ES,60616,257,221,49,4,243,12,1,1,0,0,0,0,0,0,Level 2,PROVISIONAL SUPPORT,41.844043,-87.628553,POINT (-87.628553 41.844043),2023
Emil G Hirsch Metropolitan High School,HS,60619,104,65,30,0,99,4,0,0,0,0,0,0,0,1,Level 2,INTENSIVE SUPPORT,41.753748,-87.601727,POINT (-87.601727 41.753748),2023
Mark Sheridan Math & Science Academy,ES,60616,529,252,46,60,74,104,49,281,1,0,0,20,0,0,Level 1+,GOOD STANDING,41.8444,-87.64134,POINT (-87.64134 41.8444),2023
Little Black Pearl Art and Design Academy,HS,60653,83,67,16,0,79,3,0,0,0,0,0,1,0,0,Level 1,GOOD STANDING,41.809695,-87.59934,POINT (-87.59934 41.809695),2023
Walter Q Gresham Elementary School,ES,60620,332,278,50,1,325,6,0,0,0,0,0,1,0,0,Level 2+,GOOD STANDING,41.73892,-87.645025,POINT (-87.645025 41.73892),2023
Ellen Mitchell Elementary School,ES,60612,382,116,49,39,32,142,185,7,0,0,0,15,1,0,Level 1+,GOOD STANDING,41.892082,-87.683185,POINT (-87.683185 41.892082),2023
Jordan Elementary Community School,ES,60626,500,363,103,301,132,255,63,39,2,0,0,6,3,0,Level 1+,GOOD STANDING,42.017088,-87.677763,POINT (-87.677763 42.017088),2023
Robert Fulton Elementary School,ES,60609,301,251,60,135,90,206,1,0,2,0,0,1,1,0,Level 2+,GOOD STANDING,41.79758,-87.668436,POINT (-87.668436 41.79758),2023
Acero Charter Schools - SPC Daniel Zizumbo,ES,60632,553,448,57,306,2,536,10,3,0,0,0,0,0,2,Level 1,NOT APPLICABLE,41.810135,-87.730495,POINT (-87.730495 41.810135),2023
Urban Prep Academy for Young Men - Bronzeville,HS,60616,218,171,57,2,215,2,0,0,0,0,0,1,0,0,Level 1,NOT APPLICABLE,41.831118,-87.613629,POINT (-87.613629 41.831118),2023
Acero Charter Schools - Rufino Tamayo,ES,60632,268,215,40,178,2,264,0,0,2,0,0,0,0,0,Level 1+,NOT APPLICABLE,41.79993,-87.693862,POINT (-87.693862 41.79993),2023
John J Audubon Elementary School,ES,60618,573,51,51,24,9,99,390,28,0,0,0,46,0,1,Level 1+,GOOD STANDING,41.945062,-87.681041,POINT (-87.681041 41.945062),2023
Southside Occupational Academy High School,HS,60636,350,296,350,82,216,121,12,0,0,0,0,1,0,0,Inability to Rate,GOOD STANDING,41.759852,-87.675947,POINT (-87.675947 41.759852),2023
Dr  Martin Luther King  Jr  College Prep HS,HS,60653,586,472,83,10,551,18,5,4,1,0,0,6,1,0,Level 1,GOOD STANDING,41.813675,-87.603874,POINT (-87.603874 41.813675),2023
Ninos Heroes Elementary Academic Center,ES,60617,310,221,29,42,265,45,0,0,0,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.743753,-87.551862,POINT (-87.551862 41.743753),2023
Evergreen Academy Middle School,MS,60609,198,168,29,67,8,175,6,6,1,0,0,2,0,0,Level 1,GOOD STANDING,41.829356,-87.667817,POINT (-87.667817 41.829356),2023
John Palmer Elementary School,ES,60630,742,435,110,289,16,316,253,122,2,0,0,24,9,0,Level 1+,GOOD STANDING,41.973289,-87.739213,POINT (-87.739213 41.973289),2023
CICS - Ralph Ellison,HS,60620,205,177,45,6,197,7,0,0,0,0,0,1,0,0,Level 2,NOT APPLICABLE,41.748382,-87.66898,POINT (-87.66898 41.748382),2023
Claremont Academy Elementary School,ES,60636,357,286,87,47,276,76,2,0,0,0,0,1,2,0,Level 2+,PROVISIONAL SUPPORT,41.777511,-87.681061,POINT (-87.681061 41.777511),2023
Minnie Mars Jamieson Elementary School,ES,60659,794,471,111,295,56,255,232,223,3,0,0,25,0,0,Level 1+,GOOD STANDING,41.984641,-87.700529,POINT (-87.700529 41.984641),2023
Charles Sumner  Math & Science Community Acad ES,ES,60624,200,163,26,0,199,1,0,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.870828,-87.733524,POINT (-87.733524 41.870828),2023
William H Prescott Elementary School,ES,60614,395,113,56,29,42,120,173,38,2,0,0,20,0,0,Level 1,GOOD STANDING,41.928841,-87.669528,POINT (-87.669528 41.928841),2023
KIPP One Academy,ES,60624,990,804,99,210,604,378,4,0,1,0,0,2,1,0,Level 1+,NOT APPLICABLE,41.893805,-87.726615,POINT (-87.726615 41.893805),2023
John Harvard Elementary School of Excellence,ES,60620,345,270,83,1,337,7,0,0,0,0,0,0,0,1,Level 2,PROVISIONAL SUPPORT,41.757341,-87.632737,POINT (-87.632737 41.757341),2023
William C Reavis Math & Science Specialty ES,ES,60615,289,207,76,12,282,4,0,1,0,0,0,2,0,0,Level 2+,GOOD STANDING,41.804174,-87.604925,POINT (-87.604925 41.804174),2023
Ruben Salazar Elementary Bilingual Center,ES,60610,278,199,42,120,89,178,3,4,1,0,0,2,0,1,Level 1,GOOD STANDING,41.901417,-87.633632,POINT (-87.633632 41.901417),2023
Noble - Rowe-Clark Math and Science Academy,HS,60651,375,330,83,28,319,53,0,0,0,0,0,3,0,0,Level 1,NOT APPLICABLE,41.895362,-87.718047,POINT (-87.718047 41.895362),2023
Sharon Christa McAuliffe Elementary School,ES,60647,575,440,76,229,28,527,11,0,2,0,0,6,1,0,Level 2,PROVISIONAL SUPPORT,41.914816,-87.723931,POINT (-87.723931 41.914816),2023
Frazier Prospective IB Magnet ES,ES,60624,128,98,20,5,122,6,0,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.86698,-87.727244,POINT (-87.727244 41.86698),2023
John F Kennedy High School,HS,60638,1621,1088,333,276,59,1320,225,9,2,0,0,5,1,0,Level 2+,GOOD STANDING,41.789961,-87.78084,POINT (-87.78084 41.789961),2023
Greater Lawndale High School For Social Justice,HS,60623,287,258,48,103,36,249,1,1,0,0,0,0,0,0,Level 2+,GOOD STANDING,41.833507,-87.735299,POINT (-87.735299 41.833507),2023
CICS - Prairie,ES,60628,402,324,48,82,265,134,2,0,1,0,0,0,0,0,Level 2,NOT APPLICABLE,41.684433,-87.616888,POINT (-87.616888 41.684433),2023
CICS - ChicagoQuest North,HS,60610,5,0,3,0,4,1,0,0,0,0,0,0,0,0,Level 2,NOT APPLICABLE,41.907797,-87.645561,POINT (-87.645561 41.907797),2023
Gurdon S Hubbard High School,HS,60629,1711,1515,229,456,73,1612,17,0,3,0,0,4,0,2,Level 2+,GOOD STANDING,41.780526,-87.718014,POINT (-87.718014 41.780526),2023
Abraham Lincoln Elementary School,ES,60614,803,82,49,71,79,77,475,101,0,0,0,70,1,0,Level 1+,GOOD STANDING,41.924525,-87.644497,POINT (-87.644497 41.924525),2023
Joseph E Gary Elementary School,ES,60623,768,680,144,383,1,759,3,2,3,0,0,0,0,0,Level 1,GOOD STANDING,41.837065,-87.718697,POINT (-87.718697 41.837065),2023
Louis Pasteur Elementary School,ES,60629,585,387,80,249,10,558,11,0,2,0,0,4,0,0,Level 2+,GOOD STANDING,41.786895,-87.732666,POINT (-87.732666 41.786895),2023
Phillip Murray Elementary Language Academy,ES,60615,445,258,56,4,396,13,11,2,1,0,0,15,0,7,Level 1,GOOD STANDING,41.798535,-87.59334,POINT (-87.59334 41.798535),2023
Jose De Diego Elementary Community Academy,ES,60622,423,337,91,59,112,283,18,1,0,0,0,8,1,0,Level 2,PROVISIONAL SUPPORT,41.905294,-87.685756,POINT (-87.685756 41.905294),2023
Oscar DePriest Elementary School,ES,60644,471,372,101,10,442,22,2,0,0,0,0,5,0,0,Level 2+,GOOD STANDING,41.877979,-87.766298,POINT (-87.766298 41.877979),2023
Collins Academy High School,HS,60623,214,204,52,0,204,9,1,0,0,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.864149,-87.702042,POINT (-87.702042 41.864149),2023
David G Farragut Career Academy High School,HS,60623,453,422,123,158,55,389,5,1,1,0,0,1,0,1,Level 2+,GOOD STANDING,41.84856,-87.708706,POINT (-87.708706 41.84856),2023
John Spry Elementary Community School,ES,60623,299,256,46,153,7,288,3,0,0,0,0,0,0,1,Level 1,GOOD STANDING,41.847747,-87.700184,POINT (-87.700184 41.847747),2023
Perspectives - Math and Science Academy,HS,60653,407,336,48,5,391,5,2,1,1,0,0,0,0,7,Level 2,NOT APPLICABLE,41.827784,-87.624788,POINT (-87.624788 41.827784),2023
Thomas Chalmers Specialty Elementary School,ES,60608,205,174,37,5,193,9,2,0,0,0,0,1,0,0,Level 2+,INTENSIVE SUPPORT,41.866435,-87.695259,POINT (-87.695259 41.866435),2023
Ernst Prussing Elementary School,ES,60630,619,388,81,210,9,285,271,34,3,0,0,13,3,1,Level 1,GOOD STANDING,41.965619,-87.772414,POINT (-87.772414 41.965619),2023
YCCS- Innovations HS of Arts Integration,HS,60602,455,393,89,8,421,23,7,0,0,0,0,2,0,2,Level 2+,NOT APPLICABLE,41.883047,-87.627734,POINT (-87.627734 41.883047),2023
Luther Burbank Elementary School,ES,60639,706,562,135,374,35,648,13,4,4,0,0,2,0,0,Level 1+,GOOD STANDING,41.917598,-87.7827,POINT (-87.7827 41.917598),2023
Marvin Camras Elementary School,ES,60634,790,575,123,384,12,719,37,12,1,0,0,7,2,0,Level 1,GOOD STANDING,41.934931,-87.770127,POINT (-87.770127 41.934931),2023
William Penn Elementary School,ES,60623,220,168,48,9,204,14,1,0,1,0,0,0,0,0,Level 1,GOOD STANDING,41.858372,-87.722386,POINT (-87.722386 41.858372),2023
YCCS-West Town Acad Alternative HS,HS,60612,70,58,24,4,49,19,0,0,0,0,0,0,0,2,Level 1,NOT APPLICABLE,41.890803,-87.702053,POINT (-87.702053 41.890803),2023
Paul Cuffe Math-Science Technology Academy ES,ES,60620,228,158,37,1,225,3,0,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.742452,-87.653633,POINT (-87.653633 41.742452),2023
Irvin C Mollison Elementary School,ES,60653,268,212,26,2,258,5,1,0,1,0,0,1,0,2,Level 2+,PROVISIONAL SUPPORT,41.814358,-87.616618,POINT (-87.616618 41.814358),2023
Michele Clark Academic Prep Magnet High School,HS,60644,450,439,103,7,439,9,0,0,1,0,0,1,0,0,Level 2,PROVISIONAL SUPPORT,41.872885,-87.753325,POINT (-87.753325 41.872885),2023
YCCS-Progressive Leadership Academy,HS,60637,130,104,31,1,126,4,0,0,0,0,0,0,0,0,Level 1+,NOT APPLICABLE,41.773962,-87.61574,POINT (-87.61574 41.773962),2023
Franz Peter Schubert Elementary School,ES,60639,543,420,68,342,12,512,13,0,2,0,0,4,0,0,Level 2,PROVISIONAL SUPPORT,41.930403,-87.76119,POINT (-87.76119 41.930403),2023
John Barry Elementary School,ES,60641,439,331,70,287,16,410,8,2,3,0,0,0,0,0,Level 2+,GOOD STANDING,41.932511,-87.739388,POINT (-87.739388 41.932511),2023
Thomas J Waters Elementary School,ES,60625,619,132,56,65,13,154,361,28,1,0,0,56,1,5,Level 1+,GOOD STANDING,41.964165,-87.691433,POINT (-87.691433 41.964165),2023
Amos Alonzo Stagg Elementary School,ES,60621,401,307,79,13,372,22,0,4,1,0,0,1,0,1,Level 1,GOOD STANDING,41.758925,-87.649217,POINT (-87.649217 41.758925),2023
Hannah G Solomon Elementary School,ES,60659,341,141,81,126,20,62,137,114,1,0,0,7,0,0,Level 1+,GOOD STANDING,41.993942,-87.724043,POINT (-87.724043 41.993942),2023
Roberto Clemente Community Academy High School,HS,60622,595,492,163,120,209,357,16,4,4,0,0,3,2,0,Level 2,INTENSIVE SUPPORT,41.902626,-87.686906,POINT (-87.686906 41.902626),2023
Scott Joplin Elementary School,ES,60620,331,273,33,2,306,25,0,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.749339,-87.669366,POINT (-87.669366 41.749339),2023
YCCS-Chatham AcademyHS,HS,60619,119,94,24,1,114,5,0,0,0,0,0,0,0,0,Level 1,NOT APPLICABLE,41.730131,-87.60698,POINT (-87.60698 41.730131),2023
Galileo Math & Science Scholastic Academy ES,ES,60607,535,251,79,74,133,305,55,19,0,0,0,22,1,0,Level 1,GOOD STANDING,41.871255,-87.653366,POINT (-87.653366 41.871255),2023
Calmeca Academy of Fine Arts and Dual Language,ES,60632,619,469,106,405,9,603,4,2,1,0,0,0,0,0,Level 1,GOOD STANDING,41.824377,-87.711654,POINT (-87.711654 41.824377),2023
L.E.A.R.N. - Charles and Dorothy Campbell Campus,ES,60612,359,294,39,1,350,8,0,0,0,0,0,1,0,0,Level 1+,NOT APPLICABLE,41.877861,-87.698739,POINT (-87.698739 41.877861),2023
Albany Park Multicultural Academy,MS,60625,220,193,27,108,11,184,12,10,2,0,0,1,0,0,Level 1+,GOOD STANDING,41.971504,-87.710609,POINT (-87.710609 41.971504),2023
Jesse Owens Elementary Community Academy,ES,60628,343,261,63,7,318,12,4,0,0,0,0,1,0,8,Level 2,INTENSIVE SUPPORT,41.670618,-87.622546,POINT (-87.622546 41.670618),2023
Perspectives - Leadership Academy,HS,60620,643,562,95,1,633,5,3,0,0,0,0,2,0,0,Level 2+,NOT APPLICABLE,41.745961,-87.652045,POINT (-87.652045 41.745961),2023
Fort Dearborn Elementary School,ES,60620,329,232,63,3,315,12,0,0,0,0,0,2,0,0,Level 1,GOOD STANDING,41.729673,-87.655481,POINT (-87.655481 41.729673),2023
DeWitt Clinton Elementary School,ES,60659,1011,755,87,638,152,273,119,449,12,0,0,6,0,0,Level 1+,GOOD STANDING,41.992541,-87.69836,POINT (-87.69836 41.992541),2023
Manley Career Academy High School,HS,60612,71,53,27,0,66,5,0,0,0,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.870939,-87.699896,POINT (-87.699896 41.870939),2023
Pathways in Education - Humboldt Park HS,HS,60622,142,124,28,17,55,81,5,1,0,0,0,0,0,0,Inability to Rate,GOOD STANDING,41.902841,-87.687946,POINT (-87.687946 41.902841),2023
Charles R Henderson Elementary School,ES,60636,177,129,36,40,121,53,3,0,0,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.790591,-87.671887,POINT (-87.671887 41.790591),2023
Joseph Lovett Elementary School,ES,60639,312,233,50,27,252,58,0,0,1,0,0,1,0,0,Level 2+,GOOD STANDING,41.912718,-87.783919,POINT (-87.783919 41.912718),2023
L.E.A.R.N. - Middle School Campus,ES,60612,276,244,49,2,263,12,0,0,0,0,0,0,0,1,Level 2+,NOT APPLICABLE,41.887413,-87.702704,POINT (-87.702704 41.887413),2023
Mariano Azuela Elementary School,ES,60629,706,525,98,285,7,686,7,0,4,0,0,2,0,0,Level 1,GOOD STANDING,41.771079,-87.73992,POINT (-87.73992 41.771079),2023
Chicago World Language Academy,ES,60607,449,161,47,70,145,143,51,86,1,0,0,23,0,0,Level 1+,GOOD STANDING,41.8743,-87.660985,POINT (-87.660985 41.8743),2023
Lincoln Park High School,HS,60614,2063,928,172,89,434,660,649,210,8,0,0,82,5,15,Level 1,GOOD STANDING,41.918268,-87.646009,POINT (-87.646009 41.918268),2023
Acero Charter Schools - Officer Donald J. Marquez,ES,60632,524,438,64,340,3,519,2,0,0,0,0,0,0,0,Level 1+,NOT APPLICABLE,41.808309,-87.697394,POINT (-87.697394 41.808309),2023
John Hancock College Preparatory High School,HS,60638,1003,691,51,33,10,907,61,8,3,0,0,3,1,10,Level 1+,GOOD STANDING,41.791464,-87.72447,POINT (-87.72447 41.791464),2023
Mount Vernon Elementary School,ES,60643,229,192,44,0,226,2,0,0,0,0,0,1,0,0,Level 1,GOOD STANDING,41.701952,-87.647652,POINT (-87.647652 41.701952),2023
Hope Institute Learning Academy,ES,60612,238,188,80,10,222,14,1,0,0,0,0,1,0,0,Level 2+,GOOD STANDING,41.883362,-87.668077,POINT (-87.668077 41.883362),2023
CICS - Basil,ES,60609,488,412,68,59,361,108,3,0,1,0,0,1,0,14,Level 2+,NOT APPLICABLE,41.794043,-87.670243,POINT (-87.670243 41.794043),2023
Catalyst - Maria Charter School,ES,60629,552,464,65,143,271,262,12,0,0,0,0,4,0,3,Level 1,NOT APPLICABLE,41.770992,-87.693075,POINT (-87.693075 41.770992),2023
George Leland Elementary School,ES,60644,382,317,67,5,360,16,0,0,0,0,0,2,3,1,Level 3,INTENSIVE SUPPORT,41.873587,-87.749276,POINT (-87.749276 41.873587),2023
Ralph H Metcalfe Elementary Community Academy,ES,60628,328,241,41,3,314,10,1,0,0,0,0,3,0,0,Level 2+,PROVISIONAL SUPPORT,41.669444,-87.634306,POINT (-87.634306 41.669444),2023
Foundations College Preparatory Charter School,HS,60643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Level 2,NOT APPLICABLE,41.694671,-87.653535,POINT (-87.653535 41.694671),2023
Rudyard Kipling Elementary School,ES,60620,227,168,27,0,224,3,0,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.723627,-87.639521,POINT (-87.639521 41.723627),2023
Jonathan Burr Elementary School,ES,60622,478,123,61,40,41,169,194,27,1,0,0,46,0,0,Level 1+,GOOD STANDING,41.912358,-87.668661,POINT (-87.668661 41.912358),2023
George Washington Carver Primary School,ES,60827,476,406,49,0,470,6,0,0,0,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.653702,-87.599516,POINT (-87.599516 41.653702),2023
Richard J Oglesby Elementary School,ES,60620,274,232,36,0,267,5,0,0,0,0,0,1,1,0,Level 2,INTENSIVE SUPPORT,41.75467,-87.645469,POINT (-87.645469 41.75467),2023
George W Tilton Elementary School,ES,60624,236,199,34,9,215,19,2,0,0,0,0,0,0,0,Level 2+,GOOD STANDING,41.884102,-87.730566,POINT (-87.730566 41.884102),2023
Newton Bateman Elementary School,ES,60618,886,532,138,353,22,631,171,35,4,0,0,21,2,0,Level 1+,GOOD STANDING,41.95822,-87.702151,POINT (-87.702151 41.95822),2023
Sauganash Elementary School,ES,60646,601,112,58,89,8,126,296,134,0,0,0,36,1,0,Level 1+,GOOD STANDING,41.991169,-87.745951,POINT (-87.745951 41.991169),2023
Nathan S Davis Elementary School,ES,60632,513,406,93,296,10,484,11,5,1,0,0,0,0,2,Level 2,PROVISIONAL SUPPORT,41.821852,-87.700202,POINT (-87.700202 41.821852),2023
Joseph Jungman Elementary School,ES,60608,290,189,91,112,68,179,31,6,1,0,0,4,1,0,Level 2+,GOOD STANDING,41.858065,-87.652302,POINT (-87.652302 41.858065),2023
Morton School of Excellence,ES,60612,178,136,34,3,145,21,12,0,0,0,0,0,0,0,Level 2,PROVISIONAL SUPPORT,41.889178,-87.705108,POINT (-87.705108 41.889178),2023
Ludwig Van Beethoven Elementary School,ES,60609,266,190,53,2,257,6,0,0,2,0,0,1,0,0,Level 2,INTENSIVE SUPPORT,41.809135,-87.627137,POINT (-87.627137 41.809135),2023
YCCS- McKinley Lakeside Leadership HS,HS,60616,66,53,17,2,59,7,0,0,0,0,0,0,0,0,Level 1,NOT APPLICABLE,41.841331,-87.625331,POINT (-87.625331 41.841331),2023
Noble - UIC College Prep,HS,60608,876,705,144,124,320,507,14,32,0,0,0,2,1,0,Level 1+,NOT APPLICABLE,41.865817,-87.676111,POINT (-87.676111 41.865817),2023
Alexander Graham Bell Elementary School,ES,60618,878,114,82,52,16,158,488,112,0,0,0,101,3,0,Level 1+,GOOD STANDING,41.94953,-87.686018,POINT (-87.686018 41.94953),2023
James Otis Elementary School,ES,60642,325,259,122,130,104,192,15,7,1,0,0,5,1,0,Level 2,PROVISIONAL SUPPORT,41.891806,-87.665426,POINT (-87.665426 41.891806),2023
Hyde Park Academy High School,HS,60637,701,636,125,8,690,5,0,0,0,0,0,5,0,1,Level 2,PROVISIONAL SUPPORT,41.782257,-87.586615,POINT (-87.586615 41.782257),2023
John Fiske Elementary School,ES,60637,344,245,43,8,321,17,1,1,0,0,0,3,0,1,Level 2+,GOOD STANDING,41.785183,-87.608633,POINT (-87.608633 41.785183),2023
Edison Park Elementary School,ES,60631,408,56,90,39,4,98,278,20,0,0,0,8,0,0,Level 1,GOOD STANDING,41.994238,-87.813771,POINT (-87.813771 41.994238),2023
Ferdinand Peck Elementary School,ES,60629,803,549,84,500,9,779,14,0,0,0,0,1,0,0,Level 1,GOOD STANDING,41.787899,-87.719216,POINT (-87.719216 41.787899),2023
William C. Goudy Technology Academy,ES,60640,547,393,70,248,174,145,39,165,2,0,0,21,1,0,Level 1,GOOD STANDING,41.975817,-87.657912,POINT (-87.657912 41.975817),2023
William B Ogden Elementary School,ES,60610,860,372,94,122,405,112,214,68,2,0,0,53,0,6,Level 1,GOOD STANDING,41.899976,-87.629297,POINT (-87.629297 41.899976),2023
James Monroe Elementary School,ES,60647,653,529,109,213,11,598,33,0,0,0,0,11,0,0,Level 2+,GOOD STANDING,41.929989,-87.719224,POINT (-87.719224 41.929989),2023
William Howard Taft High School,HS,60631,4296,2100,551,601,127,1863,1823,293,16,0,0,77,29,68,Level 1,GOOD STANDING,41.982961,-87.791547,POINT (-87.791547 41.982961),2023
John W Cook Elementary School,ES,60620,309,241,36,8,286,20,0,0,0,0,0,3,0,0,Level 2,PROVISIONAL SUPPORT,41.745237,-87.659775,POINT (-87.659775 41.745237),2023
Edwin G. Foreman College and Career Academy,HS,60641,583,480,129,239,92,459,26,3,1,0,0,1,1,0,Level 2,INTENSIVE SUPPORT,41.939797,-87.754167,POINT (-87.754167 41.939797),2023
Noble - Noble College Prep,HS,60642,652,513,98,134,95,527,9,12,1,0,0,6,0,2,Level 1+,NOT APPLICABLE,41.900191,-87.662628,POINT (-87.662628 41.900191),2023
Acero Charter Schools - PFC Omar E. Torres,ES,60632,540,440,72,321,7,530,2,0,0,0,0,1,0,0,Level 1,NOT APPLICABLE,41.8082,-87.73045,POINT (-87.73045 41.8082),2023
James E McDade Elementary Classical School,ES,60619,209,71,5,1,190,2,5,4,0,0,0,8,0,0,Level 1+,GOOD STANDING,41.73455,-87.619214,POINT (-87.619214 41.73455),2023
Benito Juarez Community Academy High School,HS,60608,1593,1424,235,480,41,1503,26,10,8,0,0,2,0,3,Level 2+,GOOD STANDING,41.852667,-87.663732,POINT (-87.663732 41.852667),2023
Chicago Military Academy High School,HS,60653,227,200,29,30,141,76,4,0,2,0,0,1,0,3,Level 2+,GOOD STANDING,41.830555,-87.619216,POINT (-87.619216 41.830555),2023
Chicago Math and Science Academy Charter School,HS,60626,601,496,69,216,243,237,44,64,2,0,0,10,1,0,Level 1,NOT APPLICABLE,42.013031,-87.674818,POINT (-87.674818 42.013031),2023
Charles Gates Dawes Elementary School,ES,60652,977,827,159,299,139,820,10,0,2,0,0,5,1,0,Level 1,GOOD STANDING,41.745078,-87.717353,POINT (-87.717353 41.745078),2023
Joshua D Kershaw Elementary School,ES,60621,211,178,57,5,204,7,0,0,0,0,0,0,0,0,Level 2+,GOOD STANDING,41.776453,-87.640892,POINT (-87.640892 41.776453),2023
Peace & Education Coalition HS,HS,60609,147,128,29,41,46,99,1,0,0,0,0,1,0,0,Level 1+,GOOD STANDING,41.803515,-87.667378,POINT (-87.667378 41.803515),2023
Thomas J Higgins Elementary Community Academy,ES,60643,264,212,34,5,248,16,0,0,0,0,0,0,0,0,Level 2+,GOOD STANDING,41.681031,-87.646994,POINT (-87.646994 41.681031),2023
Joseph Kellman Corporate Community ES,ES,60612,206,177,18,1,201,3,0,0,1,0,0,0,0,1,Level 2,INTENSIVE SUPPORT,41.870168,-87.702163,POINT (-87.702163 41.870168),2023
George Rogers Clark Elementary School,ES,60644,151,113,12,19,83,54,7,4,0,0,0,1,2,0,Level 1,GOOD STANDING,41.867813,-87.770418,POINT (-87.770418 41.867813),2023
John Milton Gregory Elementary School,ES,60624,281,229,35,4,270,11,0,0,0,0,0,0,0,0,Level 2+,GOOD STANDING,41.870742,-87.718666,POINT (-87.718666 41.870742),2023
Noble - Butler College Prep,HS,60628,623,519,114,17,580,40,1,0,0,0,0,2,0,0,Level 2+,NOT APPLICABLE,41.706667,-87.602573,POINT (-87.602573 41.706667),2023
Charles P Caldwell Academy of Math & Science ES,ES,60617,220,164,31,0,220,0,0,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.739226,-87.580729,POINT (-87.580729 41.739226),2023
